Subject,Relation,Object
cn:pizza,rdfs:subClassOf,cn:hot_food_or_drink
cn:sorbet,rdfs:subClassOf,cn:food
cn:bavette,rdfs:subClassOf,cn:food
cn:pineapple_cake,rdfs:subClassOf,cn:food
cn:vegetables,cn:hasProperty,cn:cultivated_in_yard
cn:oklahoma,rdfs:subClassOf,cn:state
cn:dominica,rdfs:subClassOf,cn:state
cn:crème_brûlée,cn:instanceOf,cn:dessert
cn:clitocybe_robusta,rdfs:subClassOf,cn:agaric
cn:balsamic_vinegar,rdfs:subClassOf,cn:food
cn:sandy_mushroom,rdfs:subClassOf,cn:agaric
cn:hagberry,rdfs:subClassOf,cn:fruit
cn:turkey_meat,rdfs:subClassOf,cn:meat
cn:watch,cn:hasProperty,cn:solid
cn:beanie_baby,cn:usedFor,cn:decoration
cn:apple_strudel,rdfs:subClassOf,cn:food
cn:butter_tea,rdfs:subClassOf,cn:food
cn:chowder,rdfs:subClassOf,cn:soup
cn:food,cn:receivesAction,cn:placed_on_top_of_plate
cn:german_chocolate_cake,rdfs:subClassOf,cn:food
cn:chewing_gum,rdfs:subClassOf,cn:food
cn:old_gold,rdfs:subClassOf,cn:yellow
cn:milk_chocolate,rdfs:subClassOf,cn:chocolate
cn:pholiota,rdfs:subClassOf,cn:fungus
cn:bolete,rdfs:subClassOf,cn:fungus
cn:celtuce,rdfs:subClassOf,cn:lettuce
cn:pho,rdfs:subClassOf,cn:soup
cn:porridge,rdfs:subClassOf,cn:food
cn:banana_bread,cn:instanceOf,cn:bread
cn:magiritsa,cn:instanceOf,cn:soup
cn:nepeta_cataria_leaf,rdfs:subClassOf,cn:leaf
cn:pringles,rdfs:subClassOf,cn:food
cn:brunei,rdfs:subClassOf,cn:state
cn:pizza,rdfs:subClassOf,cn:popular_food
cn:meat_pie,rdfs:subClassOf,cn:pie
cn:leaf,rdfs:subClassOf,cn:small_part_of_tree
cn:khachapuri,rdfs:subClassOf,cn:food
cn:champignon_cheese,rdfs:subClassOf,cn:cheese
cn:uttapam,rdfs:subClassOf,cn:food
cn:clitocybe_irina,rdfs:subClassOf,cn:agaric
cn:liquid,cn:similarTo,cn:gas
cn:liptauer,rdfs:subClassOf,cn:food
cn:meat_sauce,cn:similarTo,cn:tomato_sauce
cn:ramen,rdfs:subClassOf,cn:soup
cn:cabbage,cn:capableOf,cn:help_fight_cancer
cn:frankfurter_bun,cn:partOf,cn:hotdog
cn:amplexicaul_leaf,rdfs:subClassOf,cn:leaf
cn:mozzarella,rdfs:subClassOf,cn:cheese
cn:cheese,cn:hasA,cn:strong_odor
cn:raspberry,rdfs:subClassOf,cn:fruit
cn:chocolate,cn:usedFor,cn:eating
cn:state,cn:definedAs,cn:singular_form_of_plural_states
cn:lobster,rdfs:subClassOf,cn:food
cn:orange,rdfs:subClassOf,cn:food
cn:bread,cn:hasProperty,cn:nice_to_eat
cn:duck,rdfs:subClassOf,cn:meat
cn:leftovers,rdfs:subClassOf,cn:food
cn:food,cn:receivesAction,cn:served_in_restaurant
cn:nachos,rdfs:subClassOf,cn:food
cn:liquid,rdfs:subClassOf,cn:more_common_word_than_fluid
cn:ill,cn:similarTo,cn:green
cn:greek_salad,rdfs:subClassOf,cn:food
cn:unripe_oranges,cn:hasProperty,cn:green
cn:frozen_yogurt,rdfs:subClassOf,cn:food
cn:ingredient,cn:partOf,cn:dish
cn:ball,cn:capableOf,cn:roll
cn:meat,rdfs:subClassOf,cn:in_chinese_food
cn:dentate_leaf,rdfs:subClassOf,cn:leaf
cn:bahamas,rdfs:subClassOf,cn:state
cn:caramel,rdfs:subClassOf,cn:food
cn:buffalo_nut,rdfs:subClassOf,cn:fruit
cn:jamaica,rdfs:subClassOf,cn:state
cn:bouillabaisse,rdfs:subClassOf,cn:food
cn:leaf_lettuce,rdfs:subClassOf,cn:lettuce
cn:bread,cn:receivesAction,cn:cut_with_knife
cn:fontina_cheese,rdfs:subClassOf,cn:cheese
cn:stratification,rdfs:subClassOf,cn:shape
cn:spinach,rdfs:subClassOf,cn:vegetable
cn:shrimp_flesh,rdfs:subClassOf,cn:meat
cn:green,cn:similarTo,cn:unaged
cn:salt_rising_bread,rdfs:subClassOf,cn:bread
cn:animals,rdfs:subClassOf,cn:food
cn:utah,rdfs:subClassOf,cn:state
cn:pizza_crust,rdfs:subClassOf,cn:bread
cn:breadstuff,rdfs:subClassOf,cn:foodstuff
cn:chocolate,rdfs:subClassOf,cn:flavour_for_food
cn:siu_mei,rdfs:subClassOf,cn:food
cn:white,rdfs:subClassOf,cn:color
cn:peas_and_onions,rdfs:subClassOf,cn:vegetables
cn:common_marker_color,cn:hasProperty,cn:yellow
cn:sausage,rdfs:subClassOf,cn:meat
cn:parfait,rdfs:subClassOf,cn:frozen_dessert
cn:potato,rdfs:subClassOf,cn:food
cn:swollen_thing,rdfs:subClassOf,cn:living_thing
cn:panuchos,rdfs:subClassOf,cn:course
cn:aubergine,rdfs:subClassOf,cn:color
cn:biscotti,rdfs:subClassOf,cn:food
cn:pink,rdfs:subClassOf,cn:chromatic_color
cn:christmas_pudding,rdfs:subClassOf,cn:food
cn:jack_o_lantern_fungus,rdfs:subClassOf,cn:agaric
cn:strawberry,rdfs:subClassOf,cn:berry
cn:ascochyta,rdfs:subClassOf,cn:fungus
cn:fungus,rdfs:subClassOf,cn:heterotroph
cn:veal,rdfs:subClassOf,cn:meat
cn:tiger_bread,cn:instanceOf,cn:bread
cn:boletus_edulis,rdfs:subClassOf,cn:fungus
cn:stick_of_butter,cn:hasProperty,cn:yellow
cn:turn_signals,cn:hasProperty,cn:yellow
cn:juniper_berry,rdfs:subClassOf,cn:fruit
cn:manouri,rdfs:subClassOf,cn:cheese
cn:healthy_dinner,cn:hasA,cn:vegetables
cn:dishonorable,cn:similarTo,cn:yellow
cn:unsweetened_baking_chocolate,rdfs:subClassOf,cn:chocolate
cn:leaf,cn:usedFor,cn:making_food_for_tree
cn:cabbage,rdfs:subClassOf,cn:crucifer
cn:fruit,cn:usedFor,cn:allowing_trees_to_reproduce
cn:ornatifilum,rdfs:subClassOf,cn:fungus
cn:krupuk,rdfs:subClassOf,cn:food
cn:brettanomyces_bruxellensis,rdfs:subClassOf,cn:fungus
cn:apples_and_lizards,cn:hasProperty,cn:yellow
cn:dish,cn:usedFor,cn:eat_things_off_of
cn:brewed_coffee,rdfs:subClassOf,cn:liquid
cn:weeds,cn:hasProperty,cn:green
cn:cheshire_cheese,rdfs:subClassOf,cn:cheese
cn:sac_fungus,rdfs:subClassOf,cn:fungus
cn:bread_roll,rdfs:subClassOf,cn:food
cn:oxtail_soup,rdfs:subClassOf,cn:food
cn:crumb,cn:partOf,cn:baked_goods
cn:go_to_pub,cn:motivatedByGoal,cn:food
cn:stuffed_tomato,rdfs:subClassOf,cn:dish
cn:banana,rdfs:subClassOf,cn:dessert
cn:autonomous_community,rdfs:subClassOf,cn:state
cn:cinnamon_roll,rdfs:subClassOf,cn:food
cn:quark_cheese,rdfs:subClassOf,cn:cheese
cn:skirt_steak,rdfs:subClassOf,cn:food
cn:oyster_cracker,rdfs:subClassOf,cn:food
cn:vegetables,cn:hasProperty,cn:very_good_for
cn:bread,rdfs:subClassOf,cn:cereal
cn:historic_english_county,rdfs:subClassOf,cn:state
cn:eparchy,rdfs:subClassOf,cn:state
cn:united_states,rdfs:subClassOf,cn:state
cn:tomatoes,rdfs:subClassOf,cn:food
cn:oden,cn:instanceOf,cn:soup
cn:scampi,rdfs:subClassOf,cn:dish
cn:chocolate,cn:capableOf,cn:delight_child
cn:blackberry,rdfs:subClassOf,cn:fruit
cn:kiwifruit,rdfs:subClassOf,cn:fruit
cn:life_form,cn:desires,cn:food
cn:erose_leaf,rdfs:subClassOf,cn:leaf
cn:malidzano,rdfs:subClassOf,cn:food
cn:hymenomycete,rdfs:subClassOf,cn:fungus
cn:raclette_cheese,rdfs:subClassOf,cn:cheese
cn:chili_con_carne,rdfs:subClassOf,cn:food
cn:provolone_cheese,rdfs:subClassOf,cn:cheese
cn:half,cn:partOf,cn:whole
cn:green,rdfs:subClassOf,cn:chromatic_color
cn:cataphyll,rdfs:subClassOf,cn:leaf
cn:schoolbuses,cn:hasProperty,cn:yellow
cn:brownish_yellow,rdfs:subClassOf,cn:yellow
cn:peas,rdfs:subClassOf,cn:vegetables
cn:frank,cn:partOf,cn:hotdog
cn:meat,cn:usedFor,cn:nourishment
cn:buffet,cn:usedFor,cn:dessert
cn:cabécou,rdfs:subClassOf,cn:cheese
cn:lime,rdfs:subClassOf,cn:living_thing
cn:bun,rdfs:subClassOf,cn:bread
cn:soup,cn:partOf,cn:meal
cn:frozen_pudding,rdfs:subClassOf,cn:frozen_dessert
cn:omelette,rdfs:subClassOf,cn:food
cn:simnel,rdfs:subClassOf,cn:bread
cn:wholemeal_bread,rdfs:subClassOf,cn:bread
cn:sheet_cake,rdfs:subClassOf,cn:food
cn:candida_glabrata,rdfs:subClassOf,cn:fungus
cn:sand,rdfs:subClassOf,cn:color
cn:artichoke_heart,rdfs:subClassOf,cn:vegetable
cn:tortilla_chip,cn:instanceOf,cn:snack_food
cn:sour_bread,rdfs:subClassOf,cn:bread
cn:satisfying_appetites_with_minimum_effort,cn:usedFor,cn:soup
cn:madeleine,rdfs:subClassOf,cn:food
cn:simit,cn:instanceOf,cn:bread
cn:baked_goods,rdfs:subClassOf,cn:food
cn:lepiota_rubrotincta,rdfs:subClassOf,cn:lepiota
cn:nori,rdfs:subClassOf,cn:green
cn:minnesota,rdfs:subClassOf,cn:state
cn:state,rdfs:subClassOf,cn:unnatural_thing
cn:swiss_cheese,rdfs:subClassOf,cn:cheese
cn:side_dish,rdfs:subClassOf,cn:dish
cn:commonwealth,cn:similarTo,cn:state
cn:doner_kebab,rdfs:subClassOf,cn:food
cn:vetkoek,rdfs:subClassOf,cn:food
cn:anellini,rdfs:subClassOf,cn:food
cn:parfait,rdfs:subClassOf,cn:food
cn:dry_rot,rdfs:subClassOf,cn:fungus
cn:butter_chicken,rdfs:subClassOf,cn:food
cn:pork_pie,rdfs:subClassOf,cn:meat_pie
cn:animal,cn:hasA,cn:meat
cn:armillaria_caligata,rdfs:subClassOf,cn:agaric
cn:soy_milk,rdfs:subClassOf,cn:food
cn:feijoada,rdfs:subClassOf,cn:food
cn:leaf,rdfs:subClassOf,cn:part_of_tree
cn:commune,rdfs:subClassOf,cn:state
cn:mcintosh_apple,rdfs:subClassOf,cn:fruit
cn:cavatelli,rdfs:subClassOf,cn:food
cn:brown_bread,cn:instanceOf,cn:bread
cn:cassava,rdfs:subClassOf,cn:vegetable
cn:gloeophyllaceae,rdfs:subClassOf,cn:fungus
cn:beef,rdfs:subClassOf,cn:food
cn:united_states_of_america,rdfs:subClassOf,cn:state
cn:fruit,cn:usedFor,cn:producing_juice
cn:cherry,rdfs:subClassOf,cn:fruit
cn:shkedei_marak,rdfs:subClassOf,cn:food
cn:scaly_lentinus,rdfs:subClassOf,cn:fungus
cn:hamburger,rdfs:subClassOf,cn:food
cn:alphabet_soup,rdfs:subClassOf,cn:food
cn:ground_beef,cn:partOf,cn:hamburger
cn:cheese_on_toast,rdfs:subClassOf,cn:food
cn:lemon,rdfs:subClassOf,cn:fruit
cn:croque_monsieur,cn:instanceOf,cn:sandwich
cn:process_cheese,rdfs:subClassOf,cn:cheese
cn:b_roll,cn:similarTo,cn:roll
cn:sundae,rdfs:subClassOf,cn:food
cn:lettuce,rdfs:subClassOf,cn:leafy_vegetable
cn:potage,rdfs:subClassOf,cn:soup
cn:banana_split,rdfs:subClassOf,cn:food
cn:liquid,cn:similarTo,cn:disposable
cn:deleware,rdfs:subClassOf,cn:state
cn:onygenales,rdfs:subClassOf,cn:fungus
cn:wait_on_line,cn:motivatedByGoal,cn:hamburger
cn:having_party,cn:hasPrerequisite,cn:food
cn:making_bread,cn:causes,cn:bread
cn:alligator_pear,rdfs:subClassOf,cn:fruit
cn:tomato_and_lettuce_sandwich,rdfs:subClassOf,cn:sandwich
cn:chicken_meat,rdfs:subClassOf,cn:meat
cn:leaf,cn:capableOf,cn:float_down_stream
cn:stilton,rdfs:subClassOf,cn:cheese
cn:stollen,rdfs:subClassOf,cn:food
cn:vegetables,cn:receivesAction,cn:used_in_many_foods_including_soup
cn:hip,rdfs:subClassOf,cn:fruit
cn:host,rdfs:subClassOf,cn:bread
cn:yellow_submarine,rdfs:subClassOf,cn:yellow
cn:eukaryoyte,rdfs:subClassOf,cn:organism
cn:frittata,rdfs:subClassOf,cn:dish
cn:gingerbread,rdfs:subClassOf,cn:food
cn:topography,rdfs:subClassOf,cn:shape
cn:tomato_sauce,cn:similarTo,cn:meat_sauce
cn:soup,rdfs:subClassOf,cn:food_item
cn:food,rdfs:subClassOf,cn:nourishment
cn:arizona,rdfs:subClassOf,cn:state
cn:strawberry,rdfs:subClassOf,cn:sweet_red_fruit
cn:moldovan_state,rdfs:subClassOf,cn:state
cn:clubroot_fungus,rdfs:subClassOf,cn:fungus
cn:tomato,rdfs:subClassOf,cn:vegetable
cn:mousse,rdfs:subClassOf,cn:dish
cn:bosna,rdfs:subClassOf,cn:food
cn:chicken_cordon_bleu,rdfs:subClassOf,cn:dish
cn:english_muffin,rdfs:subClassOf,cn:food
cn:fungus,cn:hasProperty,cn:almost_as_unpleasant_as_paying_taxes
cn:fruit,cn:hasProperty,cn:very_healthy_to_eat
